V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
-0.352742832,-1.591632604,-1.077980762,-1.183047149,1.422703668,-0.322162897,-0.601917522,-0.20999852,-1.033243488,-1.076886702
1.460804835,-0.195919361,-0.041467142,0.319009613,0.703497309,0.780079288,-0.482408177,-0.9183198,-0.720139707,-1.07848863
-0.956801676,-0.274006603,-1.287057265,0.483588411,0.146766196,0.895711787,-0.53851617,0.223206184,-0.72810475,1.065733792
0.444787792,-1.539922026,-0.844972795,-1.227637444,0.872696771,-1.78027358,1.533254306,0.729129972,-2.120790412,0.169515747
1.080436213,-0.259897254,-0.852840468,-0.211886446,-1.729386668,-0.656966604,-0.494772527,-0.527803726,-1.741653933,-1.227458625
-0.922487931,-0.596629149,2.405237206,-1.741122467,0.225072649,-0.194983049,1.350998064,-0.983634646,-1.371842136,1.70627815
-1.942306847,1.31417526,-2.334079034,0.221267791,-0.724227147,0.551852147,-1.4606131,-2.991522354,-1.259243856,-0.240797747
-1.271147557,-0.425930035,-0.854939871,-1.288153317,0.820253182,0.785029647,-0.050722024,-1.179801249,-0.400426898,-0.73827298
-0.684610121,-0.508864691,0.368479076,0.540147664,1.102382494,-1.492411012,-2.373312635,0.031673036,0.485840358,0.57875824
-0.472315151,1.190150585,0.321059026,-1.18222711,2.253431186,0.547372346,-0.205482426,0.10241421,-1.519306222,-0.443292806
0.560584239,-0.144208214,0.232266207,0.556127968,1.297159959,0.525345216,-0.212389428,-1.636371151,-0.561375104,0.211928428
0.2394591,-1.491970701,-0.484960821,-1.509099433,-0.849631031,0.661391199,-1.178739291,-0.46128206,-0.798523588,-0.440330215
2.464429165,-0.798712483,1.152925675,-0.089379603,-1.336554075,-0.309955234,0.838101507,0.528409437,1.771949953,-0.783695247
1.636971219,0.033626125,0.291601895,-0.05179191,0.751896932,-2.173008442,-3.279667425,0.591398315,-0.992162261,0.583743126
0.15588414,0.162248413,0.291040572,0.425025089,-0.92322223,1.465518494,1.323495201,-0.407829475,-1.996627987,-0.071965259
0.872172168,0.279591456,-1.018218618,-1.908110111,-0.160188545,-1.563968343,0.651563073,-0.519716318,-0.121192784,-0.022289698
0.264782245,-2.513282925,-0.008144668,-0.577620161,0.413383748,0.131733124,-1.378695884,0.573907293,0.084699544,-0.027027614
-0.760317771,0.212758683,0.27322923,-0.297028501,1.031721664,-0.257895906,1.223907331,0.186178007,1.437917934,-0.326627425
0.745596049,-0.030538691,0.352256324,0.957507967,1.324753789,0.376609019,-0.541683788,-0.072326741,0.29220823,-1.020863127
-2.489887959,-1.471822759,2.39392495,-1.089804188,-0.056831966,0.163596929,1.04474396,-0.890592653,0.401739447,0.496369598
-0.359538728,0.17464691,0.234646186,1.065747848,0.236928138,-1.303604105,0.385686085,0.335890554,-1.407342907,-0.677387203
1.476176069,-2.761479213,-0.034856703,-0.877506846,-0.486585802,1.162536696,-0.160693758,0.783880786,0.866085984,-2.391976581
0.123780101,-0.568257084,0.436648765,-2.027651834,-0.374701702,0.083590583,0.295751693,-0.887202244,-0.688875546,-0.530048736
1.360742727,-0.521942334,-0.245296876,-0.198490899,-0.6586235,0.856806281,0.296166202,0.579739927,1.600824496,0.329024611
-0.278468875,0.772877829,1.964092314,0.260892573,-1.140039315,1.121120362,0.377203555,-1.085837341,1.429554748,-1.456588446
1.010654135,0.283050051,-0.688895992,0.651793262,-1.271164867,0.587009603,1.238266494,-1.340114346,0.757976587,1.191008193
0.907444117,0.646300417,-0.35483414,1.012193466,0.132062695,-0.075949941,0.974441707,-1.684506613,-1.113134238,-0.520980771
0.850551505,1.036834865,0.362945673,-0.936517041,-0.975910916,0.423744128,0.769732788,-0.379335971,1.82971502,-0.953161381
-0.103451507,-0.132248498,-0.733108697,0.623461598,1.137579793,-0.179732048,0.694978887,-2.000477986,-1.4500334,0.202655685
0.591888492,0.925836657,-2.619022572,-0.613718317,0.443182693,-0.103959637,1.116673363,0.0847519,-1.408063438,1.028481971
0.224822331,0.650626913,-0.075118227,-0.601721222,-0.971227736,-2.12547,-1.176269738,0.164872925,0.554138206,0.792261548
-1.90932765,-2.017834944,-2.157491052,-1.245019432,-2.052196643,-0.425029747,1.421047859,-1.437189689,0.357899762,1.672147503
-0.408971828,0.139118091,-1.061839826,0.059370991,0.685976712,0.006303912,-0.418015749,1.407663267,-1.698612628,0.666633227
0.289691136,0.928186605,0.238937873,1.156210134,0.080598447,-0.315096221,0.065740244,-0.870079111,0.50265719,1.605855337
0.781610012,-1.46151098,-1.104772375,-0.137418102,-1.568700552,-0.962393493,1.19950675,-1.015288186,1.293538696,-0.94838032
1.492319488,0.914517485,-1.143016914,-0.627850408,-0.638002303,-0.701467393,-0.222532964,-0.578789106,-0.481925701,-0.202310185
-1.467387821,0.403721114,-0.412933853,-2.467613588,2.297681054,-0.601445534,2.242398725,-0.51644018,0.806039732,-1.334268962
-2.063366825,0.136557095,-0.012194116,-0.684711449,-0.064268445,-0.522807738,-0.074632463,-0.867249039,-0.252199485,1.330631865
-0.088264363,0.255239378,1.497030214,-0.084722628,-0.787229498,0.103583403,0.192004577,-1.740647047,-1.777139186,-1.621047392
1.357127491,-1.821159559,0.494341979,2.200768599,-1.050959305,-1.152270685,0.26913152,-0.152232195,-2.111272798,-0.012950983
0.061422153,-0.551911157,-0.238448263,1.081233783,-0.00997278,0.326047195,0.334406486,-0.430424565,1.416253071,-0.575572223
-0.146108195,1.212840033,0.979873376,-1.491401864,-1.809196998,0.093430249,-1.809069925,2.118290503,-0.134549721,2.178999082
0.957595076,0.920239282,-0.467999575,-2.037606077,-0.743647599,-0.286041278,0.31197561,-2.774944062,0.058376357,-0.202881319
0.03833967,-1.074904397,-1.726550506,-0.795129317,0.681788165,1.777689651,-0.409399829,-0.425260644,-1.568650896,1.445032117
-1.434905653,1.737666024,-1.065943639,-0.518937119,-1.040888657,-0.446091184,0.460119085,1.488906006,0.505357733,-1.152933109
-0.322493301,-1.28422816,0.815911597,2.151843233,-0.325136118,-1.377075501,0.558372313,-0.064973651,0.359752424,-1.764387007
-0.276868742,-0.140860924,0.415636904,-0.630716266,-0.681625954,-0.774379212,0.330720203,1.186868156,-0.101917272,1.314316622
2.476901382,0.893644819,1.151706554,0.772855556,-1.088956906,2.367740296,-0.284308821,2.013446713,-0.326886649,0.118456578
-0.980118583,-1.366571163,-1.484293895,-0.944064567,-0.451565876,-1.217523272,0.691560116,-0.353200646,-1.871652289,0.096662243
0.024918399,0.221845291,-0.496237982,1.617399493,-0.18597607,-0.050030773,-0.213388451,-0.74450244,0.45520921,1.668959856
0.667144652,1.378774465,0.746747692,-0.267824849,-0.900415842,-1.593537976,-1.113425702,0.24855568,-0.430010267,0.037923895
-0.967977264,-0.085020761,1.03550293,0.822373135,-0.461584723,-0.851515058,0.457548081,-0.0695561,-0.194546074,-0.496393843
0.231569535,0.211765635,-0.557192899,-0.490753252,-0.035691534,1.307478932,0.88410408,0.960805795,0.350434818,-1.025598291
0.83662165,-0.284408005,-1.641246952,0.538082177,-0.690470731,1.862144685,-0.423705968,-0.393136408,1.145034032,-0.23432399
0.495958568,-0.021935043,0.306885054,1.235148372,0.12430362,-0.794185374,-0.524548323,0.721292352,1.073116635,-2.43906324
0.012057408,-0.626119077,0.178607578,0.239551136,-1.102359665,0.22509176,-1.190005951,-1.250941483,0.212432534,-0.260749252
0.510456045,-0.995591856,0.113585621,-0.755232888,2.010180598,0.08052981,0.381465437,0.897766169,-0.496335253,-0.675500133
-0.008612606,-0.908851369,-0.816865393,1.579588924,-0.489464868,-0.773570844,1.264001343,1.587534476,-0.511863476,1.611674053
-0.946700934,-0.229836004,0.204164034,0.863617112,-1.319752156,-1.051628135,-0.572090767,1.043088706,-2.037668518,0.495232217
-2.090732766,-0.658951682,-0.675863261,-0.695489637,-0.182064575,-0.523362015,-0.210647645,-0.566316746,-0.153011183,0.294767669
-0.599491423,1.139154527,-0.780334303,0.045229083,0.166586226,-0.13921312,-0.209233969,-0.025716498,0.378809987,-1.581465518
-0.248218842,0.262132139,0.207974086,0.174766691,0.486754936,0.68314103,0.168678115,1.4248172,-0.669120091,-1.187595285
-0.54793569,0.337625363,-0.461022366,-1.09087206,0.320828014,-0.787179305,0.781952307,2.499649134,0.505633507,-0.979427783
0.509572171,-0.78972461,-0.041043815,-0.093052605,-2.225608023,0.120161428,-0.971983876,-1.313519773,-1.092893032,1.913744567
0.077548976,-0.580167277,-0.11373779,0.376579182,-0.845504603,0.063548994,-1.72216041,-1.031017526,-0.674079025,-2.122193063
0.271687711,1.052539427,-0.42751059,-0.210964202,0.251866535,1.031880862,-0.021282994,0.197794575,0.608327215,-1.228547423
-0.724568422,-0.798388183,1.645664401,1.577970337,-2.079650877,1.053531419,-1.575716897,1.050706179,1.110523108,-0.495591138
-1.194809503,1.739725536,1.798872877,0.967545337,0.726063479,1.658145673,-0.116972916,0.092309388,0.336858521,1.559585481
1.822391074,-0.636518897,-2.60658338,-1.044314347,1.35824048,0.518639124,0.011868531,-0.564724587,0.065585745,-0.655665315
0.579395357,0.618089051,1.536547694,1.792858367,-1.79713708,-0.02923573,0.09145056,-0.183662834,0.668043732,0.97949122
1.713853781,-0.753299827,1.584940619,0.819714167,1.592637633,0.089255826,0.042548645,-0.037732702,0.215316172,1.618441996
-0.18328049,0.19283074,0.180275497,-0.863801509,1.910000225,-0.626022864,-0.202130947,2.114479678,-1.681846434,-1.482350687
-0.455064914,-0.347411638,-0.805738171,-0.774758557,-0.511718063,-0.579421908,-0.699704998,-0.726424969,0.656303901,-0.432911094
-0.267225569,-0.381153959,1.165096808,-0.545502701,0.413539435,-1.021162008,1.594330133,-1.25930608,-1.608016502,-1.927460705
2.113086102,-0.964826116,-0.105179481,-0.94244387,-0.738811846,-0.509435896,-1.196144401,-1.342545887,-0.010180212,-0.119709179
-1.448018068,0.186034895,0.106861713,-1.023216554,0.444271087,-1.285404243,-0.948268174,1.127731796,-0.193818866,-0.052715863
0.498719941,0.893347675,1.877360863,1.260453506,-0.738788598,2.975379576,-0.299722184,0.784708853,-0.904848256,-1.708988446
1.711955782,1.176874161,0.367956473,0.234136014,-0.889391044,2.726679864,-1.168234888,-0.312474799,1.670153143,-0.768416097
-1.64300182,0.474196662,-0.809231585,1.08341899,0.677855192,0.831456833,-0.72556929,-0.367623896,0.133873545,1.42958603
-0.500834847,-1.33271436,-1.659261594,2.869832778,0.061107476,0.081760791,-0.261839775,0.601326588,-0.484979623,-0.568025484
-0.019419281,1.240581814,1.612724592,-1.461683619,-0.425985863,2.458094888,0.994141075,-1.719253506,0.488718068,-0.544399861
-1.300003524,1.147073062,0.154100865,0.302110038,-0.327167378,-0.382100894,-0.159975364,-2.196328063,-0.883794218,1.30587883
0.573748377,1.093071329,1.085185128,0.057465838,-0.950922984,-0.85500251,-0.339608016,0.807297419,0.540834766,0.258696909
-0.059422353,-0.165697177,0.248482248,-0.176690985,0.483510939,1.32792495,-0.232317008,-0.670974487,0.775546892,-0.6541741
-0.430682571,1.341505954,-0.957638952,-2.45388887,-0.059661049,-0.498584178,0.519324748,1.752279832,-1.624737749,-0.47597288
0.104866617,0.869551184,0.308174379,0.66157093,0.183885715,-1.131003086,-1.937730159,0.716203905,-0.924749765,0.736206429
1.267993225,-0.902189774,0.351127518,-0.742114967,-1.081692324,-0.170827349,1.504005607,-0.270960246,0.049455177,1.076410064
0.998275883,0.258472571,0.578666383,0.890252775,0.91426437,-0.263859459,-0.345501911,1.510421285,0.031760978,1.505723343
-1.903030622,-0.12038861,0.502799522,0.137305786,-0.652778605,1.651378426,0.723116897,0.518246281,1.510939321,0.385081991
-0.868859546,-0.192829598,-1.410639969,0.114160216,-0.249200155,-0.367446074,-0.773920656,-0.362645471,0.785211118,1.222626119
0.768047123,1.530042618,-0.912920306,1.770011845,0.784211078,0.226949836,0.026275856,-1.284613083,2.708853133,1.186967164
-1.165338797,0.902264001,0.113081019,-0.206924937,1.617924144,-1.352825717,0.4235413,-1.376062038,-2.06559701,0.008285951
-0.786178089,0.09343473,-0.957346421,0.982498026,-1.026467936,0.49780759,-0.238421287,0.009716002,0.116246442,-0.299885941
-1.041415145,-0.942407047,0.260625661,1.9108629,-0.177571952,-0.128980934,0.239257601,0.290322086,1.260244464,-0.524496238
-0.451276065,-0.013080524,-0.753173275,1.369390557,0.150056833,-0.596264288,-0.23633831,-0.671387318,0.820373104,-0.433758956
0.549531844,0.294647101,-1.227497532,-0.969062098,-0.470669299,-1.190129884,0.896589506,1.37311495,1.858292431,-0.799438512
0.517873697,0.229941442,1.001139887,-0.371460953,1.964239471,-1.777267053,-1.366796536,0.72144407,0.005338995,2.034423216
-1.331035271,0.840871817,-0.14726225,0.401720924,-0.473652463,-1.443677324,-0.414432837,-0.82192564,0.672930041,-0.004168327
0.976549311,-0.797412685,1.884267504,0.634544638,0.109230298,-0.886999883,1.056518133,-0.01118373,-0.487798243,-0.360749972
0.046768141,-0.206218914,-1.014702624,1.745877643,-0.754295692,-2.182857002,0.907658922,-0.019040583,0.526384894,-0.993661477
0.784167341,0.118868321,-0.522344854,1.589032855,0.507612846,0.715686376,0.471015054,-0.895254111,1.381005352,0.813579039
-1.122945801,1.409110042,0.110651784,-0.384998965,0.765035417,-1.504771715,-1.077875338,1.78147103,-1.500790928,0.698297912
0.350526175,1.582005836,2.179346757,0.09447567,-0.107045915,1.554807532,-0.457419246,1.470737964,-0.185399404,0.215589077
0.159730701,1.36949357,0.560575107,0.475524491,1.961305941,0.364335529,-0.122470412,-0.024519126,-0.075830292,-1.903542789
-0.237804614,0.146099931,1.307781877,-0.26511927,-0.854127584,-0.666526049,1.536198124,-0.545252942,0.829413158,1.014416852
0.922314969,0.411538604,1.420526423,-1.13827525,-0.520690095,0.172499073,0.246509656,-1.159557236,0.754987939,0.985884058
-1.53619369,-1.526134463,-0.167413651,-0.335355813,0.081645734,0.587045893,0.152562122,-0.311684221,0.469869085,-0.505724399
-0.216597997,2.380371036,-0.464143978,-1.30690584,0.137738497,-1.783113774,-2.134770062,-0.691988229,0.307354618,1.348113291
0.029468437,-0.472341631,-1.677924084,0.21472109,0.460671563,-2.284528778,0.246486286,0.616791999,-0.33858276,1.982008703
0.121469478,-1.033389489,-0.018855346,0.282523209,-1.790696033,-0.871318844,-0.771346474,0.082799741,-1.610405906,-0.011570391
0.073383098,0.038378299,1.545738974,0.700849229,0.654871739,1.050949264,-0.282018641,-0.16671753,-0.053319673,0.646715885
0.823180844,0.289459613,-1.206905413,-0.834357559,0.747722566,-1.470147954,0.617341737,-1.592992493,0.564215837,-0.038089395
0.538701361,-0.346334455,0.746658283,-0.5908377,-0.168129018,-0.737444401,0.302435589,0.626346501,0.800413079,1.367615333
0.931359033,0.907899017,-0.944759948,0.131171949,0.426886196,0.748683763,1.384391678,0.688705044,-0.726877666,1.507051684
-0.556081576,-0.428302217,-1.294078593,-0.141035751,0.83750015,1.541662576,-1.4973263,-1.388376158,-1.061259801,-0.720724305
1.192628674,1.788616598,-0.171658206,-3.509502276,-0.172239511,0.006074292,-0.38105655,-1.302590915,-0.416315697,0.216468512
-0.03810005,0.544234912,0.006950484,0.851147707,0.126105768,-1.589558865,0.475289099,-0.86157805,-1.911177255,-0.162838819
0.064873567,-0.651390008,-1.601860402,-0.018469454,1.067649367,-0.733130829,-0.221317894,2.741261709,0.094556699,0.306898747
0.551064261,-0.379073322,-0.113111877,0.094441969,-0.594872002,-0.143022733,0.248052015,-1.001906557,0.114930301,-0.14540161
0.259451428,0.157661067,1.027378941,0.259262944,-1.094808516,-0.737031816,-0.258376484,0.052795058,-0.241082317,0.318150447
-0.200910468,1.611574619,-0.14265939,1.335784008,1.335719469,0.898153121,-0.034967082,0.097827851,2.36225181,0.322071318
0.221191686,1.31836576,1.296185195,0.711730544,-0.36909161,0.395450204,0.311819028,0.281671868,-0.164228542,-0.08650977
-0.636853875,-0.911026466,0.83550559,0.293035695,0.374959279,0.047313719,0.075389343,0.656033815,1.085113461,-1.078502226
0.810751617,2.038570905,-0.452141332,2.046125797,-0.416807973,-2.373525463,0.656217775,-0.045367813,0.360233397,1.119976664
1.950556235,1.763327447,0.171164354,1.930296227,0.372299434,-0.17499309,-1.70030829,1.536538525,1.338836356,0.714920448
0.403271348,-0.060856735,-0.203460998,1.080817271,0.450308091,0.262788349,1.009749787,0.504239629,-0.155827053,-0.002601982
-1.112717781,-1.163991875,1.702239082,0.957290923,0.006355738,0.07664265,0.125584312,1.192369891,-1.685608307,-0.346416609
-0.252128216,1.77022327,-1.391972419,0.15924485,-0.731000715,-0.050041883,2.087874991,-0.387839863,0.276856607,0.400368832
1.491556607,-2.471068529,-0.122620569,-0.600662847,-0.681656695,1.733687979,-1.05482616,1.303100567,0.539739499,0.234400706
-1.117029058,-1.148081576,0.722546551,-0.215134746,0.984074059,-0.834979221,-0.292443319,-0.591872485,-1.25359891,-1.132132316
0.431686312,0.1692458,0.644437257,1.219776603,-0.181538931,-1.525052392,0.454300497,-0.457433429,-1.205816942,-0.503431234
-1.461057856,0.025916279,0.780598934,-1.056560605,-0.288163018,1.049969693,1.039306031,-0.590954144,-0.263996259,-1.121546819
-0.97677321,0.674981504,-0.278535984,-0.322519774,0.260144216,1.18152587,0.938047177,1.230411519,-0.596714434,-0.687191581
0.432906649,-0.896818519,-0.751984086,-0.069917948,-0.735154612,-1.303847334,1.248091516,-1.103290253,1.726575653,0.6652734
2.013692077,-1.237350603,0.230632016,-1.851500825,-0.00700179,-0.739259006,0.048456748,0.777618601,-0.916707203,0.035310813
-0.1671661,-1.94650448,-0.452880618,0.50506866,1.836794035,1.636805192,-0.935668707,-0.026513056,0.555705441,-1.309726514
-0.533532126,0.131124173,1.499051745,-0.299081493,-0.46693297,0.044363943,0.695593583,-0.212106182,0.630063923,-0.267419244
-0.094653716,-0.272070898,-0.606301395,-0.297698973,-0.215250068,1.087408774,-0.694533749,-0.615903593,-1.999052848,0.588778161
0.227114726,-0.162801277,0.724976669,0.732078136,1.327067616,1.014044113,1.773973614,-0.007686107,2.066054428,1.270676163
-0.475159816,-0.150713626,-0.567302626,1.079914781,-0.379881784,-0.797405592,0.652438254,1.430146945,1.129622895,0.4446986
-0.240736644,-1.799362607,0.658845684,-0.919626185,1.39552429,0.509870818,-1.432193636,1.253919651,0.561638864,0.787644673
0.214013023,-1.873772647,2.093145799,-0.305813568,-0.8323602,-1.068468114,0.438799634,-0.650098899,-1.598973033,0.073285082
-1.357034425,0.65825028,0.985319968,0.493265933,0.60190312,-0.512135748,-0.841478617,0.563549782,-0.28579008,-0.720834832
0.904843342,2.208464023,0.268557374,-0.909116334,1.594461777,0.992171052,1.112792322,-0.898356935,0.873188632,0.155163175
0.827501967,0.165242139,-0.620349688,2.098341743,0.694221697,-0.284007768,0.317208042,-0.136833699,-0.866713531,0.696100959
-0.246842246,0.151535175,-0.077625592,-0.020611883,-1.734245227,-1.295071593,-1.409123399,-2.090339553,-0.469020896,0.225412107
-0.944674052,-2.213720578,0.624630563,0.547212217,-0.460213505,-0.360754958,0.243041426,-0.229000605,0.354731227,0.602488039
-1.321316042,-0.350197139,0.976925427,1.152232229,-1.010557344,0.3969528,-0.585231877,-0.04574924,-0.639899905,0.151335752
0.134510456,1.199062141,-0.128925812,0.132610139,0.190413817,0.887051982,0.851446448,-1.003777346,-0.818349475,0.106718687
1.504020988,-0.496675948,0.789385328,1.007084239,0.002505203,0.479656746,-0.352516925,-0.089743477,-0.122472845,0.349977887
-0.760974798,-0.788863431,1.393659757,-1.104310831,-0.882652822,-0.517716939,-0.043670764,0.741533934,0.359628175,-0.091899028
0.743276335,-0.389763924,1.087944152,-0.567876715,0.891006404,-0.24120776,0.917720268,-0.439244073,-0.154243737,0.38504277
0.050781113,0.820186924,0.0369321,0.536657864,1.260836537,2.204227407,-0.908531653,-1.073796521,2.197068655,1.112866884
-0.060324837,1.593631886,0.338865836,0.472408486,0.105227565,-0.974581352,0.376207612,0.078401172,0.259949983,-0.942185185
-1.163209135,-0.82000485,0.670943476,0.015395722,-0.360135526,0.082067986,-0.712286206,0.336282821,0.823096526,0.973296468
1.830421097,-0.085407458,0.429345605,-1.609532735,0.789490016,0.054607533,-0.58674525,0.739675639,1.170998901,-0.254615038
0.411654702,0.846369323,-0.987578949,1.838610688,-0.795814029,-0.13898139,1.194920907,0.726780273,-0.706328473,0.573257486
-1.154938908,-0.658065348,-2.151620018,0.540969335,1.409529941,0.795186992,0.320013105,-1.944166537,0.473085128,1.053800355
